sentence Id,sentence,aspect_category,aspect_term,from,to,polarity,aspect_simplified,model_input,polarity_encoded,model_input_clean,confidence,source
82,chicken chilli less cooked and color is as mongolian chicken its not seems chicken chilli.,DELIVERY_OVERALL,N/A,,,negative,DELIVERY_OVERALL,chicken chilli less cooked and color is as mongolian chicken its not seems chicken chilli. [ASP] DELIVERY_OVERALL,0,chicken chilli less cooked and color is as mongolian chicken its not seems chicken chilli asp deliveryoverall,0.9547005,pakistani_pseudo
83,the food was amazing ,FOOD,food,4,8,positive,FOOD,the food was amazing  [ASP] FOOD,2,the food was amazing asp food,0.9957676,pakistani_pseudo
83,the food was amazing ,SERVICE,N/A,,,positive,SERVICE,the food was amazing  [ASP] SERVICE,2,the food was amazing asp service,0.97556657,pakistani_pseudo
83,the food was amazing ,DELIVERY_OVERALL,N/A,,,positive,DELIVERY_OVERALL,the food was amazing  [ASP] DELIVERY_OVERALL,2,the food was amazing asp deliveryoverall,0.9967475,pakistani_pseudo
84,"Fantastic kachoris, fantastic aloo, fantastic samosa chaat",FOOD,N/A,,,positive,FOOD,"Fantastic kachoris, fantastic aloo, fantastic samosa chaat [ASP] FOOD",2,fantastic kachoris fantastic aloo fantastic samosa chaat asp food,0.99996436,pakistani_pseudo
84,"Fantastic kachoris, fantastic aloo, fantastic samosa chaat",SERVICE,N/A,,,positive,SERVICE,"Fantastic kachoris, fantastic aloo, fantastic samosa chaat [ASP] SERVICE",2,fantastic kachoris fantastic aloo fantastic samosa chaat asp service,0.99995375,pakistani_pseudo
84,"Fantastic kachoris, fantastic aloo, fantastic samosa chaat",DELIVERY_OVERALL,N/A,,,positive,DELIVERY_OVERALL,"Fantastic kachoris, fantastic aloo, fantastic samosa chaat [ASP] DELIVERY_OVERALL",2,fantastic kachoris fantastic aloo fantastic samosa chaat asp deliveryoverall,0.99996006,pakistani_pseudo
85,"Fries thandi thee
 crispy Roll average tha
 Zinger ke jitne price hain wesa nhi tha per taste sahi hy",FOOD,N/A,,,neutral,FOOD,"Fries thandi thee
 crispy Roll average tha
 Zinger ke jitne price hain wesa nhi tha per taste sahi hy [ASP] FOOD",1,fries thandi thee crispy roll average tha zinger ke jitne price hain wesa nhi tha per taste sahi hy asp food,0.8134648,pakistani_pseudo
85,"Fries thandi thee
 crispy Roll average tha
 Zinger ke jitne price hain wesa nhi tha per taste sahi hy",SERVICE,N/A,,,neutral,SERVICE,"Fries thandi thee
 crispy Roll average tha
 Zinger ke jitne price hain wesa nhi tha per taste sahi hy [ASP] SERVICE",1,fries thandi thee crispy roll average tha zinger ke jitne price hain wesa nhi tha per taste sahi hy asp service,0.9187835,pakistani_pseudo
85,"Fries thandi thee
 crispy Roll average tha
 Zinger ke jitne price hain wesa nhi tha per taste sahi hy",DELIVERY_OVERALL,N/A,,,neutral,DELIVERY_OVERALL,"Fries thandi thee
 crispy Roll average tha
 Zinger ke jitne price hain wesa nhi tha per taste sahi hy [ASP] DELIVERY_OVERALL",1,fries thandi thee crispy roll average tha zinger ke jitne price hain wesa nhi tha per taste sahi hy asp deliveryoverall,0.76743156,pakistani_pseudo
86,1st time order Rabri falooda and Pineapple shake taste is very good ðŸ‘Œ,FOOD,N/A,,,positive,FOOD,1st time order Rabri falooda and Pineapple shake taste is very good ðŸ‘Œ [ASP] FOOD,2,1st time order rabri falooda and pineapple shake taste is very good asp food,0.98324955,pakistani_pseudo
86,1st time order Rabri falooda and Pineapple shake taste is very good ðŸ‘Œ,SERVICE,N/A,,,positive,SERVICE,1st time order Rabri falooda and Pineapple shake taste is very good ðŸ‘Œ [ASP] SERVICE,2,1st time order rabri falooda and pineapple shake taste is very good asp service,0.9698258,pakistani_pseudo
86,1st time order Rabri falooda and Pineapple shake taste is very good ðŸ‘Œ,DELIVERY_OVERALL,N/A,,,positive,DELIVERY_OVERALL,1st time order Rabri falooda and Pineapple shake taste is very good ðŸ‘Œ [ASP] DELIVERY_OVERALL,2,1st time order rabri falooda and pineapple shake taste is very good asp deliveryoverall,0.9839302,pakistani_pseudo
87,biryani was good.,FOOD,N/A,,,positive,FOOD,biryani was good. [ASP] FOOD,2,biryani was good asp food,0.8767814,pakistani_pseudo
87,biryani was good.,DELIVERY_OVERALL,N/A,,,positive,DELIVERY_OVERALL,biryani was good. [ASP] DELIVERY_OVERALL,2,biryani was good asp deliveryoverall,0.90965706,pakistani_pseudo
88,zabardast paya or kulcha,DELIVERY_OVERALL,N/A,,,negative,DELIVERY_OVERALL,zabardast paya or kulcha [ASP] DELIVERY_OVERALL,0,zabardast paya or kulcha asp deliveryoverall,0.7028679,pakistani_pseudo
89,taste was good,FOOD,N/A,,,positive,FOOD,taste was good [ASP] FOOD,2,taste was good asp food,0.9620764,pakistani_pseudo
89,taste was good,SERVICE,N/A,,,positive,SERVICE,taste was good [ASP] SERVICE,2,taste was good asp service,0.79294443,pakistani_pseudo
89,taste was good,DELIVERY_OVERALL,N/A,,,positive,DELIVERY_OVERALL,taste was good [ASP] DELIVERY_OVERALL,2,taste was good asp deliveryoverall,0.9719158,pakistani_pseudo
90,tasteless saalans! pese zaaya karne hon tou inse mangwalen.,FOOD,N/A,,,negative,FOOD,tasteless saalans! pese zaaya karne hon tou inse mangwalen. [ASP] FOOD,0,tasteless saalans pese zaaya karne hon tou inse mangwalen asp food,0.931337,pakistani_pseudo
90,tasteless saalans! pese zaaya karne hon tou inse mangwalen.,SERVICE,N/A,,,negative,SERVICE,tasteless saalans! pese zaaya karne hon tou inse mangwalen. [ASP] SERVICE,0,tasteless saalans pese zaaya karne hon tou inse mangwalen asp service,0.9166443,pakistani_pseudo
90,tasteless saalans! pese zaaya karne hon tou inse mangwalen.,DELIVERY_OVERALL,N/A,,,negative,DELIVERY_OVERALL,tasteless saalans! pese zaaya karne hon tou inse mangwalen. [ASP] DELIVERY_OVERALL,0,tasteless saalans pese zaaya karne hon tou inse mangwalen asp deliveryoverall,0.93025416,pakistani_pseudo
92,nehari kharaab thi bht ghalat baat hai 300rs zaya huay,FOOD,N/A,,,negative,FOOD,nehari kharaab thi bht ghalat baat hai 300rs zaya huay [ASP] FOOD,0,nehari kharaab thi bht ghalat baat hai 300rs zaya huay asp food,0.7680701,pakistani_pseudo
92,nehari kharaab thi bht ghalat baat hai 300rs zaya huay,DELIVERY_OVERALL,N/A,,,negative,DELIVERY_OVERALL,nehari kharaab thi bht ghalat baat hai 300rs zaya huay [ASP] DELIVERY_OVERALL,0,nehari kharaab thi bht ghalat baat hai 300rs zaya huay asp deliveryoverall,0.77411205,pakistani_pseudo
93,normal ðŸ˜‚ðŸ˜‚,SERVICE,N/A,,,neutral,SERVICE,normal ðŸ˜‚ðŸ˜‚ [ASP] SERVICE,1,normal asp service,0.79053134,pakistani_pseudo
93,normal ðŸ˜‚ðŸ˜‚,DELIVERY_OVERALL,N/A,,,positive,DELIVERY_OVERALL,normal ðŸ˜‚ðŸ˜‚ [ASP] DELIVERY_OVERALL,2,normal asp deliveryoverall,0.7104257,pakistani_pseudo
96,Pipping hot and delicious food,FOOD,food,26,30,positive,FOOD,Pipping hot and delicious food [ASP] FOOD,2,pipping hot and delicious food asp food,0.99938655,pakistani_pseudo
96,Pipping hot and delicious food,SERVICE,N/A,,,positive,SERVICE,Pipping hot and delicious food [ASP] SERVICE,2,pipping hot and delicious food asp service,0.9984861,pakistani_pseudo
96,Pipping hot and delicious food,DELIVERY_OVERALL,N/A,,,positive,DELIVERY_OVERALL,Pipping hot and delicious food [ASP] DELIVERY_OVERALL,2,pipping hot and delicious food asp deliveryoverall,0.99939203,pakistani_pseudo
97,"Chowmein Good. 
 
 Boti Roll main Ghr ka paratha use hua tha instead of Poori Paratha, but tastes Ok.",SERVICE,N/A,,,positive,SERVICE,"Chowmein Good. 
 
 Boti Roll main Ghr ka paratha use hua tha instead of Poori Paratha, but tastes Ok. [ASP] SERVICE",2,chowmein good boti roll main ghr ka paratha use hua tha instead of poori paratha but tastes ok asp service,0.75672,pakistani_pseudo
100,"last I had bon bistro years ago and the appetite and portion size is all the same, the flavor is also same delicious",FOOD,N/A,,,positive,FOOD,"last I had bon bistro years ago and the appetite and portion size is all the same, the flavor is also same delicious [ASP] FOOD",2,last i had bon bistro years ago and the appetite and portion size is all the same the flavor is also same delicious asp food,0.9831875,pakistani_pseudo
100,"last I had bon bistro years ago and the appetite and portion size is all the same, the flavor is also same delicious",SERVICE,N/A,,,positive,SERVICE,"last I had bon bistro years ago and the appetite and portion size is all the same, the flavor is also same delicious [ASP] SERVICE",2,last i had bon bistro years ago and the appetite and portion size is all the same the flavor is also same delicious asp service,0.9832208,pakistani_pseudo
100,"last I had bon bistro years ago and the appetite and portion size is all the same, the flavor is also same delicious",DELIVERY_OVERALL,N/A,,,positive,DELIVERY_OVERALL,"last I had bon bistro years ago and the appetite and portion size is all the same, the flavor is also same delicious [ASP] DELIVERY_OVERALL",2,last i had bon bistro years ago and the appetite and portion size is all the same the flavor is also same delicious asp deliveryoverall,0.983216,pakistani_pseudo
101,nice taste,FOOD,N/A,,,positive,FOOD,nice taste [ASP] FOOD,2,nice taste asp food,0.9700041,pakistani_pseudo
101,nice taste,SERVICE,N/A,,,positive,SERVICE,nice taste [ASP] SERVICE,2,nice taste asp service,0.8614639,pakistani_pseudo
101,nice taste,DELIVERY_OVERALL,N/A,,,positive,DELIVERY_OVERALL,nice taste [ASP] DELIVERY_OVERALL,2,nice taste asp deliveryoverall,0.9770658,pakistani_pseudo
102,"These guys are blind! Can't read the order, sent something which I haven't ordered! Same complaint from others too! The first experience will remain my last one!",FOOD,N/A,,,negative,FOOD,"These guys are blind! Can't read the order, sent something which I haven't ordered! Same complaint from others too! The first experience will remain my last one! [ASP] FOOD",0,these guys are blind cant read the order sent something which i havent ordered same complaint from others too the first experience will remain my last one asp food,0.92644435,pakistani_pseudo
102,"These guys are blind! Can't read the order, sent something which I haven't ordered! Same complaint from others too! The first experience will remain my last one!",SERVICE,N/A,,,negative,SERVICE,"These guys are blind! Can't read the order, sent something which I haven't ordered! Same complaint from others too! The first experience will remain my last one! [ASP] SERVICE",0,these guys are blind cant read the order sent something which i havent ordered same complaint from others too the first experience will remain my last one asp service,0.93028957,pakistani_pseudo
102,"These guys are blind! Can't read the order, sent something which I haven't ordered! Same complaint from others too! The first experience will remain my last one!",DELIVERY_OVERALL,N/A,,,negative,DELIVERY_OVERALL,"These guys are blind! Can't read the order, sent something which I haven't ordered! Same complaint from others too! The first experience will remain my last one! [ASP] DELIVERY_OVERALL",0,these guys are blind cant read the order sent something which i havent ordered same complaint from others too the first experience will remain my last one asp deliveryoverall,0.9256056,pakistani_pseudo
103,Good food,FOOD,food,5,9,positive,FOOD,Good food [ASP] FOOD,2,good food asp food,0.95266587,pakistani_pseudo
103,Good food,SERVICE,N/A,,,positive,SERVICE,Good food [ASP] SERVICE,2,good food asp service,0.71691245,pakistani_pseudo
103,Good food,DELIVERY_OVERALL,N/A,,,positive,DELIVERY_OVERALL,Good food [ASP] DELIVERY_OVERALL,2,good food asp deliveryoverall,0.9723158,pakistani_pseudo
107,always had a nice experience,FOOD,N/A,,,positive,FOOD,always had a nice experience [ASP] FOOD,2,always had a nice experience asp food,0.9677866,pakistani_pseudo
107,always had a nice experience,SERVICE,N/A,,,positive,SERVICE,always had a nice experience [ASP] SERVICE,2,always had a nice experience asp service,0.9082457,pakistani_pseudo
107,always had a nice experience,DELIVERY_OVERALL,N/A,,,positive,DELIVERY_OVERALL,always had a nice experience [ASP] DELIVERY_OVERALL,2,always had a nice experience asp deliveryoverall,0.9637957,pakistani_pseudo
108,as always amazing and yummy taste,FOOD,N/A,,,positive,FOOD,as always amazing and yummy taste [ASP] FOOD,2,as always amazing and yummy taste asp food,0.99993014,pakistani_pseudo
108,as always amazing and yummy taste,SERVICE,N/A,,,positive,SERVICE,as always amazing and yummy taste [ASP] SERVICE,2,as always amazing and yummy taste asp service,0.99989104,pakistani_pseudo
108,as always amazing and yummy taste,DELIVERY_OVERALL,N/A,,,positive,DELIVERY_OVERALL,as always amazing and yummy taste [ASP] DELIVERY_OVERALL,2,as always amazing and yummy taste asp deliveryoverall,0.99992704,pakistani_pseudo
109,delicious ðŸ˜‹ Soo yummðŸ˜‹. gonna order again ðŸ˜ƒðŸ˜ƒ.must order fries and rolls ðŸ˜‹ðŸ˜‹,FOOD,N/A,,,positive,FOOD,delicious ðŸ˜‹ Soo yummðŸ˜‹. gonna order again ðŸ˜ƒðŸ˜ƒ.must order fries and rolls ðŸ˜‹ðŸ˜‹ [ASP] FOOD,2,delicious soo yumm gonna order again must order fries and rolls asp food,0.99361455,pakistani_pseudo
109,delicious ðŸ˜‹ Soo yummðŸ˜‹. gonna order again ðŸ˜ƒðŸ˜ƒ.must order fries and rolls ðŸ˜‹ðŸ˜‹,SERVICE,N/A,,,positive,SERVICE,delicious ðŸ˜‹ Soo yummðŸ˜‹. gonna order again ðŸ˜ƒðŸ˜ƒ.must order fries and rolls ðŸ˜‹ðŸ˜‹ [ASP] SERVICE,2,delicious soo yumm gonna order again must order fries and rolls asp service,0.9892441,pakistani_pseudo
109,delicious ðŸ˜‹ Soo yummðŸ˜‹. gonna order again ðŸ˜ƒðŸ˜ƒ.must order fries and rolls ðŸ˜‹ðŸ˜‹,DELIVERY_OVERALL,N/A,,,positive,DELIVERY_OVERALL,delicious ðŸ˜‹ Soo yummðŸ˜‹. gonna order again ðŸ˜ƒðŸ˜ƒ.must order fries and rolls ðŸ˜‹ðŸ˜‹ [ASP] DELIVERY_OVERALL,2,delicious soo yumm gonna order again must order fries and rolls asp deliveryoverall,0.9935474,pakistani_pseudo
110,excellent ðŸ‘ðŸ‘,FOOD,N/A,,,positive,FOOD,excellent ðŸ‘ðŸ‘ [ASP] FOOD,2,excellent asp food,0.9770255,pakistani_pseudo
110,excellent ðŸ‘ðŸ‘,SERVICE,N/A,,,positive,SERVICE,excellent ðŸ‘ðŸ‘ [ASP] SERVICE,2,excellent asp service,0.87990505,pakistani_pseudo
110,excellent ðŸ‘ðŸ‘,DELIVERY_OVERALL,N/A,,,positive,DELIVERY_OVERALL,excellent ðŸ‘ðŸ‘ [ASP] DELIVERY_OVERALL,2,excellent asp deliveryoverall,0.9873103,pakistani_pseudo
111,better than last time,FOOD,N/A,,,positive,FOOD,better than last time [ASP] FOOD,2,better than last time asp food,0.96791506,pakistani_pseudo
111,better than last time,SERVICE,N/A,,,positive,SERVICE,better than last time [ASP] SERVICE,2,better than last time asp service,0.8936826,pakistani_pseudo
111,better than last time,DELIVERY_OVERALL,N/A,,,positive,DELIVERY_OVERALL,better than last time [ASP] DELIVERY_OVERALL,2,better than last time asp deliveryoverall,0.96856165,pakistani_pseudo
112,V good taste,FOOD,N/A,,,positive,FOOD,V good taste [ASP] FOOD,2,v good taste asp food,0.9712513,pakistani_pseudo
112,V good taste,SERVICE,N/A,,,positive,SERVICE,V good taste [ASP] SERVICE,2,v good taste asp service,0.8639668,pakistani_pseudo
112,V good taste,DELIVERY_OVERALL,N/A,,,positive,DELIVERY_OVERALL,V good taste [ASP] DELIVERY_OVERALL,2,v good taste asp deliveryoverall,0.9760557,pakistani_pseudo
113,good quality food as ever... everything is so balanced and fresh as usual... recomended â¤,FOOD,food,13,17,positive,FOOD,good quality food as ever... everything is so balanced and fresh as usual... recomended â¤ [ASP] FOOD,2,good quality food as ever everything is so balanced and fresh as usual recomended asp food,0.7657495,pakistani_pseudo
113,good quality food as ever... everything is so balanced and fresh as usual... recomended â¤,DELIVERY_OVERALL,N/A,,,positive,DELIVERY_OVERALL,good quality food as ever... everything is so balanced and fresh as usual... recomended â¤ [ASP] DELIVERY_OVERALL,2,good quality food as ever everything is so balanced and fresh as usual recomended asp deliveryoverall,0.77071697,pakistani_pseudo
114,"it was delicious but not hot enough and also slightly spicy
 overall the quality was good",FOOD,N/A,,,positive,FOOD,"it was delicious but not hot enough and also slightly spicy
 overall the quality was good [ASP] FOOD",2,it was delicious but not hot enough and also slightly spicy overall the quality was good asp food,0.94730026,pakistani_pseudo
114,"it was delicious but not hot enough and also slightly spicy
 overall the quality was good",SERVICE,N/A,,,positive,SERVICE,"it was delicious but not hot enough and also slightly spicy
 overall the quality was good [ASP] SERVICE",2,it was delicious but not hot enough and also slightly spicy overall the quality was good asp service,0.90452176,pakistani_pseudo
114,"it was delicious but not hot enough and also slightly spicy
 overall the quality was good",DELIVERY_OVERALL,N/A,,,positive,DELIVERY_OVERALL,"it was delicious but not hot enough and also slightly spicy
 overall the quality was good [ASP] DELIVERY_OVERALL",2,it was delicious but not hot enough and also slightly spicy overall the quality was good asp deliveryoverall,0.9495091,pakistani_pseudo
115,vip,DELIVERY_OVERALL,N/A,,,positive,DELIVERY_OVERALL,vip [ASP] DELIVERY_OVERALL,2,vip asp deliveryoverall,0.7713704,pakistani_pseudo
116,"very disappointed, daal channa was not good",SERVICE,N/A,,,neutral,SERVICE,"very disappointed, daal channa was not good [ASP] SERVICE",1,very disappointed daal channa was not good asp service,0.70335937,pakistani_pseudo
116,"very disappointed, daal channa was not good",DELIVERY_OVERALL,N/A,,,negative,DELIVERY_OVERALL,"very disappointed, daal channa was not good [ASP] DELIVERY_OVERALL",0,very disappointed daal channa was not good asp deliveryoverall,0.74241763,pakistani_pseudo
117,burn chiken,DELIVERY_OVERALL,N/A,,,positive,DELIVERY_OVERALL,burn chiken [ASP] DELIVERY_OVERALL,2,burn chiken asp deliveryoverall,0.7309506,pakistani_pseudo
118,good taste,FOOD,N/A,,,positive,FOOD,good taste [ASP] FOOD,2,good taste asp food,0.97135377,pakistani_pseudo
118,good taste,SERVICE,N/A,,,positive,SERVICE,good taste [ASP] SERVICE,2,good taste asp service,0.8404683,pakistani_pseudo
118,good taste,DELIVERY_OVERALL,N/A,,,positive,DELIVERY_OVERALL,good taste [ASP] DELIVERY_OVERALL,2,good taste asp deliveryoverall,0.98035634,pakistani_pseudo
119,ðŸ˜ŠðŸ˜Š Good taste,FOOD,N/A,,,positive,FOOD,ðŸ˜ŠðŸ˜Š Good taste [ASP] FOOD,2,good taste asp food,0.97135377,pakistani_pseudo
119,ðŸ˜ŠðŸ˜Š Good taste,SERVICE,N/A,,,positive,SERVICE,ðŸ˜ŠðŸ˜Š Good taste [ASP] SERVICE,2,good taste asp service,0.8404683,pakistani_pseudo
119,ðŸ˜ŠðŸ˜Š Good taste,DELIVERY_OVERALL,N/A,,,positive,DELIVERY_OVERALL,ðŸ˜ŠðŸ˜Š Good taste [ASP] DELIVERY_OVERALL,2,good taste asp deliveryoverall,0.98035634,pakistani_pseudo
120,very poor quality,FOOD,N/A,,,negative,FOOD,very poor quality [ASP] FOOD,0,very poor quality asp food,0.8041864,pakistani_pseudo
120,very poor quality,SERVICE,N/A,,,negative,SERVICE,very poor quality [ASP] SERVICE,0,very poor quality asp service,0.8681679,pakistani_pseudo
120,very poor quality,DELIVERY_OVERALL,N/A,,,negative,DELIVERY_OVERALL,very poor quality [ASP] DELIVERY_OVERALL,0,very poor quality asp deliveryoverall,0.8220113,pakistani_pseudo
121,the bread of burger was sweet and cookie was like *-* ðŸ¤¢,FOOD,N/A,,,negative,FOOD,the bread of burger was sweet and cookie was like *-* ðŸ¤¢ [ASP] FOOD,0,the bread of burger was sweet and cookie was like asp food,0.95732695,pakistani_pseudo
121,the bread of burger was sweet and cookie was like *-* ðŸ¤¢,SERVICE,N/A,,,negative,SERVICE,the bread of burger was sweet and cookie was like *-* ðŸ¤¢ [ASP] SERVICE,0,the bread of burger was sweet and cookie was like asp service,0.9748069,pakistani_pseudo
121,the bread of burger was sweet and cookie was like *-* ðŸ¤¢,DELIVERY_OVERALL,N/A,,,negative,DELIVERY_OVERALL,the bread of burger was sweet and cookie was like *-* ðŸ¤¢ [ASP] DELIVERY_OVERALL,0,the bread of burger was sweet and cookie was like asp deliveryoverall,0.94954056,pakistani_pseudo
123,kuj bej dyo mrooo twano saappp laryyyy,FOOD,N/A,,,negative,FOOD,kuj bej dyo mrooo twano saappp laryyyy [ASP] FOOD,0,kuj bej dyo mrooo twano saappp laryyyy asp food,0.73356825,pakistani_pseudo
123,kuj bej dyo mrooo twano saappp laryyyy,SERVICE,N/A,,,negative,SERVICE,kuj bej dyo mrooo twano saappp laryyyy [ASP] SERVICE,0,kuj bej dyo mrooo twano saappp laryyyy asp service,0.7069933,pakistani_pseudo
123,kuj bej dyo mrooo twano saappp laryyyy,DELIVERY_OVERALL,N/A,,,negative,DELIVERY_OVERALL,kuj bej dyo mrooo twano saappp laryyyy [ASP] DELIVERY_OVERALL,0,kuj bej dyo mrooo twano saappp laryyyy asp deliveryoverall,0.74140334,pakistani_pseudo
124,good taste,FOOD,N/A,,,positive,FOOD,good taste [ASP] FOOD,2,good taste asp food,0.97135377,pakistani_pseudo
124,good taste,SERVICE,N/A,,,positive,SERVICE,good taste [ASP] SERVICE,2,good taste asp service,0.8404683,pakistani_pseudo
124,good taste,DELIVERY_OVERALL,N/A,,,positive,DELIVERY_OVERALL,good taste [ASP] DELIVERY_OVERALL,2,good taste asp deliveryoverall,0.98035634,pakistani_pseudo
125,Food was not fresh.,SERVICE,N/A,,,negative,SERVICE,Food was not fresh. [ASP] SERVICE,0,food was not fresh asp service,0.7176216,pakistani_pseudo
125,Food was not fresh.,DELIVERY_OVERALL,N/A,,,negative,DELIVERY_OVERALL,Food was not fresh. [ASP] DELIVERY_OVERALL,0,food was not fresh asp deliveryoverall,0.7114196,pakistani_pseudo
126,fabulous,FOOD,N/A,,,positive,FOOD,fabulous [ASP] FOOD,2,fabulous asp food,0.856311,pakistani_pseudo
126,fabulous,DELIVERY_OVERALL,N/A,,,positive,DELIVERY_OVERALL,fabulous [ASP] DELIVERY_OVERALL,2,fabulous asp deliveryoverall,0.91518086,pakistani_pseudo
127,excellent,FOOD,N/A,,,positive,FOOD,excellent [ASP] FOOD,2,excellent asp food,0.9770255,pakistani_pseudo
127,excellent,SERVICE,N/A,,,positive,SERVICE,excellent [ASP] SERVICE,2,excellent asp service,0.87990505,pakistani_pseudo
127,excellent,DELIVERY_OVERALL,N/A,,,positive,DELIVERY_OVERALL,excellent [ASP] DELIVERY_OVERALL,2,excellent asp deliveryoverall,0.9873103,pakistani_pseudo
128,delicious ðŸ¤¤,FOOD,N/A,,,positive,FOOD,delicious ðŸ¤¤ [ASP] FOOD,2,delicious asp food,0.98621154,pakistani_pseudo
128,delicious ðŸ¤¤,SERVICE,N/A,,,positive,SERVICE,delicious ðŸ¤¤ [ASP] SERVICE,2,delicious asp service,0.92547435,pakistani_pseudo
128,delicious ðŸ¤¤,DELIVERY_OVERALL,N/A,,,positive,DELIVERY_OVERALL,delicious ðŸ¤¤ [ASP] DELIVERY_OVERALL,2,delicious asp deliveryoverall,0.9925338,pakistani_pseudo
129,"worst , chicken was so terrible i taste, naan was not rogni, and no pyaz salad.",FOOD,N/A,,,negative,FOOD,"worst , chicken was so terrible i taste, naan was not rogni, and no pyaz salad. [ASP] FOOD",0,worst chicken was so terrible i taste naan was not rogni and no pyaz salad asp food,0.99615604,pakistani_pseudo
129,"worst , chicken was so terrible i taste, naan was not rogni, and no pyaz salad.",SERVICE,N/A,,,negative,SERVICE,"worst , chicken was so terrible i taste, naan was not rogni, and no pyaz salad. [ASP] SERVICE",0,worst chicken was so terrible i taste naan was not rogni and no pyaz salad asp service,0.9966028,pakistani_pseudo
129,"worst , chicken was so terrible i taste, naan was not rogni, and no pyaz salad.",DELIVERY_OVERALL,N/A,,,negative,DELIVERY_OVERALL,"worst , chicken was so terrible i taste, naan was not rogni, and no pyaz salad. [ASP] DELIVERY_OVERALL",0,worst chicken was so terrible i taste naan was not rogni and no pyaz salad asp deliveryoverall,0.9958884,pakistani_pseudo
130,bread was very hard. It was not satisfactory.,FOOD,N/A,,,negative,FOOD,bread was very hard. It was not satisfactory. [ASP] FOOD,0,bread was very hard it was not satisfactory asp food,0.9216215,pakistani_pseudo
130,bread was very hard. It was not satisfactory.,SERVICE,N/A,,,negative,SERVICE,bread was very hard. It was not satisfactory. [ASP] SERVICE,0,bread was very hard it was not satisfactory asp service,0.767303,pakistani_pseudo
130,bread was very hard. It was not satisfactory.,DELIVERY_OVERALL,N/A,,,negative,DELIVERY_OVERALL,bread was very hard. It was not satisfactory. [ASP] DELIVERY_OVERALL,0,bread was very hard it was not satisfactory asp deliveryoverall,0.9441454,pakistani_pseudo
